[18:09:40] src/nnvm/legacy_json_util.cc:209: Loading symbol saved by previous version v0.8.0. Attempting to upgrade...
[18:09:40] src/nnvm/legacy_json_util.cc:217: Symbol successfully upgraded!
[18:09:40] src/io/iter_image_recordio_2.cc:172: ImageRecordIOParser2: ./caltech-256-10-train.rec, use 2 threads for decoding..
2019-12-17 18:20:10,591 Batch 85 prepare time 0.00037169456481933594 secs
2019-12-17 18:20:10,591 End Batch callbacks time 0.00016808509826660156 secs
2019-12-17 18:20:11,931 Batch 86 compute time: 1.3385953903198242 secs
2019-12-17 18:20:11,967 Batch 86 update time: 0.034799814224243164 secs
2019-12-17 18:20:11,970 Batch 86 update metric time 0.0025899410247802734 secs
2019-12-17 18:20:11,970 Batch 86 prepare time 0.0004761219024658203 secs
2019-12-17 18:20:11,971 End Batch callbacks time 0.0001862049102783203 secs
2019-12-17 18:20:13,308 Batch 87 compute time: 1.3350298404693604 secs
2019-12-17 18:20:13,340 Batch 87 update time: 0.0315859317779541 secs
2019-12-17 18:20:13,343 Batch 87 update metric time 0.002663135528564453 secs
2019-12-17 18:20:13,343 Batch 87 prepare time 0.00037550926208496094 secs
2019-12-17 18:20:13,344 End Batch callbacks time 0.00024366378784179688 secs
2019-12-17 18:20:14,678 Batch 88 compute time: 1.331542730331421 secs
2019-12-17 18:20:14,712 Batch 88 update time: 0.03401947021484375 secs
2019-12-17 18:20:14,715 Batch 88 update metric time 0.0026235580444335938 secs
2019-12-17 18:20:14,716 Batch 88 prepare time 0.0005927085876464844 secs
2019-12-17 18:20:14,717 End Batch callbacks time 0.00023674964904785156 secs
2019-12-17 18:20:16,056 Batch 89 compute time: 1.3378849029541016 secs
2019-12-17 18:20:16,089 Batch 89 update time: 0.03198361396789551 secs
2019-12-17 18:20:16,092 Batch 89 update metric time 0.002836465835571289 secs
2019-12-17 18:20:16,093 Batch 89 prepare time 0.0003616809844970703 secs
2019-12-17 18:20:16,094 End Batch callbacks time 0.0001976490020751953 secs
2019-12-17 18:20:17,424 Batch 90 compute time: 1.328251600265503 secs
2019-12-17 18:20:17,455 Batch 90 update time: 0.030319690704345703 secs
2019-12-17 18:20:17,458 Batch 90 update metric time 0.002624034881591797 secs
2019-12-17 18:20:17,459 Batch 90 prepare time 0.0006473064422607422 secs
2019-12-17 18:20:17,460 Epoch[2] Batch [80-90]	Speed: 11.62 samples/sec	accuracy=0.643750
2019-12-17 18:20:17,460 End Batch callbacks time 0.0005602836608886719 secs
2019-12-17 18:20:18,785 Batch 91 compute time: 1.3240125179290771 secs
2019-12-17 18:20:18,820 Batch 91 update time: 0.03397655487060547 secs
2019-12-17 18:20:18,823 Batch 91 update metric time 0.0025446414947509766 secs
2019-12-17 18:20:18,824 Batch 91 prepare time 0.00039577484130859375 secs
2019-12-17 18:20:18,824 End Batch callbacks time 0.0002796649932861328 secs
2019-12-17 18:20:20,161 Batch 92 compute time: 1.3351378440856934 secs
2019-12-17 18:20:20,194 Batch 92 update time: 0.0320436954498291 secs
2019-12-17 18:20:20,197 Batch 92 update metric time 0.002675771713256836 secs
2019-12-17 18:20:20,198 Batch 92 prepare time 0.0005762577056884766 secs
2019-12-17 18:20:20,199 End Batch callbacks time 0.00032901763916015625 secs
2019-12-17 18:20:21,529 Batch 93 compute time: 1.3285508155822754 secs
2019-12-17 18:20:21,563 Batch 93 update time: 0.03331470489501953 secs
2019-12-17 18:20:21,566 Batch 93 update metric time 0.0025413036346435547 secs
2019-12-17 18:20:21,567 Batch 93 prepare time 0.00035572052001953125 secs
2019-12-17 18:20:21,567 End Batch callbacks time 0.00019931793212890625 secs
2019-12-17 18:20:22,919 Batch 94 compute time: 1.3503437042236328 secs
2019-12-17 18:20:22,952 Batch 94 update time: 0.03177046775817871 secs
2019-12-17 18:20:22,955 Batch 94 update metric time 0.002698659896850586 secs
2019-12-17 18:20:22,956 Batch 94 prepare time 0.0004353523254394531 secs
2019-12-17 18:20:22,956 End Batch callbacks time 0.0002090930938720703 secs
2019-12-17 18:20:24,305 Batch 95 compute time: 1.3468868732452393 secs
2019-12-17 18:20:24,335 Batch 95 update time: 0.02962803840637207 secs
2019-12-17 18:20:24,338 Batch 95 update metric time 0.0025119781494140625 secs
2019-12-17 18:20:24,339 Batch 95 prepare time 0.0005548000335693359 secs
2019-12-17 18:20:24,340 End Batch callbacks time 0.0002856254577636719 secs
2019-12-17 18:20:25,684 Batch 96 compute time: 1.3420214653015137 secs
2019-12-17 18:20:25,719 Batch 96 update time: 0.034865617752075195 secs
2019-12-17 18:20:25,722 Batch 96 update metric time 0.0026929378509521484 secs
2019-12-17 18:20:25,723 Batch 96 prepare time 0.00045990943908691406 secs
2019-12-17 18:20:25,724 End Batch callbacks time 0.00018405914306640625 secs
2019-12-17 18:20:27,051 Batch 97 compute time: 1.3254292011260986 secs
2019-12-17 18:20:27,084 Batch 97 update time: 0.032431602478027344 secs
2019-12-17 18:20:27,087 Batch 97 update metric time 0.002545595169067383 secs
2019-12-17 18:20:27,088 Batch 97 prepare time 0.0005497932434082031 secs
2019-12-17 18:20:27,089 End Batch callbacks time 0.0002658367156982422 secs
2019-12-17 18:20:28,422 Batch 98 compute time: 1.3308792114257812 secs
2019-12-17 18:20:28,454 Batch 98 update time: 0.031931400299072266 secs
2019-12-17 18:20:28,457 Batch 98 update metric time 0.002577543258666992 secs
2019-12-17 18:20:28,459 Batch 98 prepare time 0.0013206005096435547 secs
2019-12-17 18:20:28,459 End Batch callbacks time 8.654594421386719e-05 secs
2019-12-17 18:20:29,798 Batch 99 compute time: 1.3374989032745361 secs
2019-12-17 18:20:29,834 Batch 99 update time: 0.035362958908081055 secs
2019-12-17 18:20:29,837 Batch 99 update metric time 0.0026917457580566406 secs
2019-12-17 18:20:29,838 Batch 99 prepare time 0.0005807876586914062 secs
2019-12-17 18:20:29,839 End Batch callbacks time 0.0003483295440673828 secs
2019-12-17 18:20:31,161 Batch 100 compute time: 1.3202056884765625 secs
2019-12-17 18:20:31,194 Batch 100 update time: 0.03244185447692871 secs
2019-12-17 18:20:31,197 Batch 100 update metric time 0.002718687057495117 secs
2019-12-17 18:20:31,198 Batch 100 prepare time 0.00036716461181640625 secs
2019-12-17 18:20:31,199 Epoch[2] Batch [90-100]	Speed: 11.65 samples/sec	accuracy=0.706250
2019-12-17 18:20:31,199 End Batch callbacks time 0.0009264945983886719 secs
2019-12-17 18:20:32,525 Batch 101 compute time: 1.3241040706634521 secs
2019-12-17 18:20:32,558 Batch 101 update time: 0.0323183536529541 secs
2019-12-17 18:20:32,561 Batch 101 update metric time 0.00270843505859375 secs
2019-12-17 18:20:32,563 Batch 101 prepare time 0.001741170883178711 secs
2019-12-17 18:20:32,564 End Batch callbacks time 0.00017786026000976562 secs
2019-12-17 18:20:33,891 Batch 102 compute time: 1.3254132270812988 secs
2019-12-17 18:20:33,927 Batch 102 update time: 0.035259246826171875 secs
2019-12-17 18:20:33,930 Batch 102 update metric time 0.002909421920776367 secs
2019-12-17 18:20:33,931 Batch 102 prepare time 0.00043654441833496094 secs
2019-12-17 18:20:33,932 End Batch callbacks time 0.00027179718017578125 secs
2019-12-17 18:20:35,266 Batch 103 compute time: 1.3323571681976318 secs
2019-12-17 18:20:35,296 Batch 103 update time: 0.030083179473876953 secs
2019-12-17 18:20:35,300 Batch 103 update metric time 0.0027201175689697266 secs
2019-12-17 18:20:35,300 Batch 103 prepare time 0.0003688335418701172 secs
2019-12-17 18:20:35,301 End Batch callbacks time 0.00026679039001464844 secs
2019-12-17 18:20:36,630 Batch 104 compute time: 1.3263237476348877 secs
2019-12-17 18:20:36,665 Batch 104 update time: 0.03487873077392578 secs
2019-12-17 18:20:36,668 Batch 104 update metric time 0.0024764537811279297 secs
2019-12-17 18:20:36,669 Batch 104 prepare time 0.0005400180816650391 secs
2019-12-17 18:20:36,670 End Batch callbacks time 0.00026726722717285156 secs
2019-12-17 18:20:38,020 Batch 105 compute time: 1.3484668731689453 secs
2019-12-17 18:20:38,055 Batch 105 update time: 0.03440117835998535 secs
2019-12-17 18:20:38,058 Batch 105 update metric time 0.002407550811767578 secs
2019-12-17 18:20:38,059 Batch 105 prepare time 0.00042438507080078125 secs
2019-12-17 18:20:38,060 End Batch callbacks time 0.0002677440643310547 secs
2019-12-17 18:20:39,398 Batch 106 compute time: 1.3362188339233398 secs
2019-12-17 18:20:39,430 Batch 106 update time: 0.031284332275390625 secs
2019-12-17 18:20:39,433 Batch 106 update metric time 0.002602100372314453 secs
2019-12-17 18:20:39,434 Batch 106 prepare time 0.0005698204040527344 secs
2019-12-17 18:20:39,435 End Batch callbacks time 0.0002753734588623047 secs
2019-12-17 18:20:40,767 Batch 107 compute time: 1.3307349681854248 secs
2019-12-17 18:20:40,799 Batch 107 update time: 0.031664133071899414 secs
2019-12-17 18:20:40,802 Batch 107 update metric time 0.002513408660888672 secs
2019-12-17 18:20:40,804 Batch 107 prepare time 0.0015063285827636719 secs
2019-12-17 18:20:40,805 End Batch callbacks time 0.0001289844512939453 secs
2019-12-17 18:20:42,146 Batch 108 compute time: 1.3396086692810059 secs
2019-12-17 18:20:42,179 Batch 108 update time: 0.032171010971069336 secs
2019-12-17 18:20:42,182 Batch 108 update metric time 0.0026750564575195312 secs
2019-12-17 18:20:42,183 Batch 108 prepare time 0.0006670951843261719 secs
2019-12-17 18:20:42,184 End Batch callbacks time 0.0002713203430175781 secs
2019-12-17 18:20:43,530 Batch 109 compute time: 1.3441767692565918 secs
2019-12-17 18:20:43,564 Batch 109 update time: 0.03372693061828613 secs
2019-12-17 18:20:43,568 Batch 109 update metric time 0.0036644935607910156 secs
2019-12-17 18:20:43,571 Batch 109 prepare time 0.002317667007446289 secs
2019-12-17 18:20:43,571 End Batch callbacks time 0.00019073486328125 secs
2019-12-17 18:20:44,906 Batch 110 compute time: 1.3330042362213135 secs
2019-12-17 18:20:44,944 Batch 110 update time: 0.03795933723449707 secs
2019-12-17 18:20:44,947 Batch 110 update metric time 0.0025603771209716797 secs
2019-12-17 18:20:44,948 Batch 110 prepare time 0.0005881786346435547 secs
2019-12-17 18:20:44,949 Epoch[2] Batch [100-110]	Speed: 11.64 samples/sec	accuracy=0.693750
2019-12-17 18:20:44,950 End Batch callbacks time 0.0008952617645263672 secs
2019-12-17 18:20:46,273 Batch 111 compute time: 1.3216803073883057 secs
2019-12-17 18:20:46,308 Batch 111 update time: 0.03413033485412598 secs
2019-12-17 18:20:46,312 Batch 111 update metric time 0.003604412078857422 secs
2019-12-17 18:20:46,313 Batch 111 prepare time 0.00041174888610839844 secs
2019-12-17 18:20:46,314 End Batch callbacks time 0.0002696514129638672 secs
2019-12-17 18:20:47,637 Batch 112 compute time: 1.3214235305786133 secs
2019-12-17 18:20:47,669 Batch 112 update time: 0.03174877166748047 secs
2019-12-17 18:20:47,673 Batch 112 update metric time 0.0025131702423095703 secs
2019-12-17 18:20:47,673 Batch 112 prepare time 0.0003414154052734375 secs
2019-12-17 18:20:47,674 End Batch callbacks time 0.0002689361572265625 secs
2019-12-17 18:20:49,028 Batch 113 compute time: 1.3513648509979248 secs
2019-12-17 18:20:49,070 Batch 113 update time: 0.039302825927734375 secs
2019-12-17 18:20:49,073 Batch 113 update metric time 0.002590179443359375 secs
2019-12-17 18:20:49,074 Batch 113 prepare time 0.0005249977111816406 secs
2019-12-17 18:20:49,074 End Batch callbacks time 0.00020503997802734375 secs
2019-12-17 18:20:50,409 Batch 114 compute time: 1.3327827453613281 secs
2019-12-17 18:20:50,443 Batch 114 update time: 0.03378438949584961 secs
2019-12-17 18:20:50,446 Batch 114 update metric time 0.002346038818359375 secs
2019-12-17 18:20:50,449 Batch 114 prepare time 0.0017557144165039062 secs
2019-12-17 18:20:50,449 End Batch callbacks time 0.00018715858459472656 secs
2019-12-17 18:20:51,786 Batch 115 compute time: 1.3353803157806396 secs
2019-12-17 18:20:51,819 Batch 115 update time: 0.03223085403442383 secs
2019-12-17 18:20:51,822 Batch 115 update metric time 0.0025954246520996094 secs
2019-12-17 18:20:51,823 Batch 115 prepare time 0.0006444454193115234 secs
2019-12-17 18:20:51,824 End Batch callbacks time 0.00023865699768066406 secs
2019-12-17 18:20:53,152 Batch 116 compute time: 1.3255202770233154 secs
2019-12-17 18:20:53,184 Batch 116 update time: 0.03203105926513672 secs
2019-12-17 18:20:53,187 Batch 116 update metric time 0.0026869773864746094 secs
2019-12-17 18:20:53,188 Batch 116 prepare time 0.00035452842712402344 secs
2019-12-17 18:20:53,189 End Batch callbacks time 0.0002777576446533203 secs
2019-12-17 18:20:54,527 Batch 117 compute time: 1.335737943649292 secs
2019-12-17 18:20:54,566 Batch 117 update time: 0.03890514373779297 secs
2019-12-17 18:20:54,569 Batch 117 update metric time 0.002460002899169922 secs
2019-12-17 18:20:54,570 Batch 117 prepare time 0.0004673004150390625 secs
2019-12-17 18:20:54,570 End Batch callbacks time 0.0001780986785888672 secs
2019-12-17 18:20:55,898 Batch 118 compute time: 1.3263084888458252 secs
2019-12-17 18:20:55,933 Batch 118 update time: 0.03442192077636719 secs
2019-12-17 18:20:55,936 Batch 118 update metric time 0.002477407455444336 secs
2019-12-17 18:20:55,937 Batch 118 prepare time 0.00034427642822265625 secs
2019-12-17 18:20:55,937 End Batch callbacks time 0.00028586387634277344 secs
2019-12-17 18:20:57,267 Batch 119 compute time: 1.3279235363006592 secs
2019-12-17 18:20:57,303 Batch 119 update time: 0.03493905067443848 secs
2019-12-17 18:20:57,306 Batch 119 update metric time 0.002428293228149414 secs
2019-12-17 18:20:57,307 Batch 119 prepare time 0.0005810260772705078 secs
2019-12-17 18:20:57,307 End Batch callbacks time 0.00024509429931640625 secs
2019-12-17 18:20:58,643 Batch 120 compute time: 1.3339359760284424 secs
2019-12-17 18:20:58,679 Batch 120 update time: 0.03532290458679199 secs
2019-12-17 18:20:58,682 Batch 120 update metric time 0.002426624298095703 secs
2019-12-17 18:20:58,682 Batch 120 prepare time 0.00032258033752441406 secs
2019-12-17 18:20:58,683 Epoch[2] Batch [110-120]	Speed: 11.65 samples/sec	accuracy=0.637500
2019-12-17 18:20:58,683 End Batch callbacks time 0.0004913806915283203 secs
2019-12-17 18:21:00,012 Batch 121 compute time: 1.3274779319763184 secs
2019-12-17 18:21:00,048 Batch 121 update time: 0.03510165214538574 secs
2019-12-17 18:21:00,051 Batch 121 update metric time 0.0031952857971191406 secs
2019-12-17 18:21:00,052 Batch 121 prepare time 0.0004911422729492188 secs
2019-12-17 18:21:00,053 End Batch callbacks time 0.00018739700317382812 secs
2019-12-17 18:21:01,374 Batch 122 compute time: 1.3192179203033447 secs
2019-12-17 18:21:01,407 Batch 122 update time: 0.03265738487243652 secs
2019-12-17 18:21:01,410 Batch 122 update metric time 0.002446889877319336 secs
2019-12-17 18:21:01,410 Batch 122 prepare time 0.0003178119659423828 secs
2019-12-17 18:21:01,411 End Batch callbacks time 0.0002567768096923828 secs
2019-12-17 18:21:02,742 Batch 123 compute time: 1.3294289112091064 secs
2019-12-17 18:21:02,777 Batch 123 update time: 0.034746646881103516 secs
2019-12-17 18:21:02,780 Batch 123 update metric time 0.0023691654205322266 secs
2019-12-17 18:21:02,780 Batch 123 prepare time 0.00030994415283203125 secs
2019-12-17 18:21:02,781 End Batch callbacks time 0.0001804828643798828 secs
2019-12-17 18:21:04,109 Batch 124 compute time: 1.3271470069885254 secs
2019-12-17 18:21:04,144 Batch 124 update time: 0.033785104751586914 secs
2019-12-17 18:21:04,147 Batch 124 update metric time 0.0024480819702148438 secs
2019-12-17 18:21:04,147 Batch 124 prepare time 0.00046372413635253906 secs
2019-12-17 18:21:04,148 End Batch callbacks time 0.00019049644470214844 secs
2019-12-17 18:21:05,486 Batch 125 compute time: 1.336815595626831 secs
2019-12-17 18:21:05,520 Batch 125 update time: 0.0332338809967041 secs
2019-12-17 18:21:05,523 Batch 125 update metric time 0.0025289058685302734 secs
2019-12-17 18:21:05,524 Batch 125 prepare time 0.00031685829162597656 secs
2019-12-17 18:21:05,524 End Batch callbacks time 0.0001919269561767578 secs
2019-12-17 18:21:06,874 Batch 126 compute time: 1.3478963375091553 secs
2019-12-17 18:21:06,908 Batch 126 update time: 0.03428220748901367 secs
2019-12-17 18:21:06,911 Batch 126 update metric time 0.0024945735931396484 secs
2019-12-17 18:21:06,912 Batch 126 prepare time 0.00048232078552246094 secs
2019-12-17 18:21:06,913 End Batch callbacks time 0.00018358230590820312 secs
2019-12-17 18:21:08,259 Batch 127 compute time: 1.3451948165893555 secs
2019-12-17 18:21:08,288 Batch 127 update time: 0.028520822525024414 secs
2019-12-17 18:21:08,291 Batch 127 update metric time 0.002409219741821289 secs
2019-12-17 18:21:08,292 Batch 127 prepare time 0.0003237724304199219 secs
2019-12-17 18:21:08,292 End Batch callbacks time 0.00010824203491210938 secs
2019-12-17 18:21:09,624 Batch 128 compute time: 1.3301708698272705 secs
2019-12-17 18:21:09,662 Batch 128 update time: 0.037055253982543945 secs
2019-12-17 18:21:09,665 Batch 128 update metric time 0.0024368762969970703 secs
2019-12-17 18:21:09,666 Batch 128 prepare time 0.00047850608825683594 secs
2019-12-17 18:21:09,666 End Batch callbacks time 0.0001862049102783203 secs
2019-12-17 18:21:11,012 Batch 129 compute time: 1.3444888591766357 secs
2019-12-17 18:21:11,047 Batch 129 update time: 0.03388404846191406 secs
2019-12-17 18:21:11,049 Batch 129 update metric time 0.0023643970489501953 secs
2019-12-17 18:21:11,050 Batch 129 prepare time 0.0003025531768798828 secs
2019-12-17 18:21:11,050 End Batch callbacks time 0.00013709068298339844 secs
2019-12-17 18:21:12,388 Batch 130 compute time: 1.3361289501190186 secs
2019-12-17 18:21:12,421 Batch 130 update time: 0.03237342834472656 secs
2019-12-17 18:21:12,424 Batch 130 update metric time 0.002408742904663086 secs
2019-12-17 18:21:12,425 Batch 130 prepare time 0.00046753883361816406 secs
2019-12-17 18:21:12,425 Epoch[2] Batch [120-130]	Speed: 11.64 samples/sec	accuracy=0.668750
2019-12-17 18:21:12,425 End Batch callbacks time 0.0003726482391357422 secs
2019-12-17 18:21:13,762 Batch 131 compute time: 1.33522367477417 secs
2019-12-17 18:21:13,795 Batch 131 update time: 0.03221440315246582 secs
2019-12-17 18:21:13,798 Batch 131 update metric time 0.0024251937866210938 secs
2019-12-17 18:21:13,799 Batch 131 prepare time 0.00040030479431152344 secs
2019-12-17 18:21:13,799 End Batch callbacks time 0.000186920166015625 secs
2019-12-17 18:21:15,143 Batch 132 compute time: 1.3416838645935059 secs
2019-12-17 18:21:15,175 Batch 132 update time: 0.03195619583129883 secs
2019-12-17 18:21:15,178 Batch 132 update metric time 0.0023641586303710938 secs
2019-12-17 18:21:15,179 Batch 132 prepare time 0.0003743171691894531 secs
2019-12-17 18:21:15,179 End Batch callbacks time 0.00019049644470214844 secs
2019-12-17 18:21:16,515 Batch 133 compute time: 1.334385633468628 secs
2019-12-17 18:21:16,552 Batch 133 update time: 0.03607797622680664 secs
